City,State,Zip,Longitude,Latitude
Corpus Christi,TX,78410,-97.5716,27.8477
Corpus Christi,TX,78412,-97.3589,27.7016
Corpus Christi,TX,78418,-97.2212,27.621
Corsicana,TX,75109,-96.4403,32.1002
Cotulla,TX,78014,-99.2449,28.4446
Dalhart,TX,79022,-102.5144,36.0694
Dallas,TX,75206,-96.7865,32.8198
Dallas,TX,75229,-96.8967,32.8822
Dallas,TX,75231,-96.7707,32.8833
Dallas,TX,75247,-96.8769,32.8227
Dallas,TX,75251,-96.772,32.9247
Decatur,TX,76234,-97.5888,33.2208
Deer Park,TX,77536,-95.0996,29.699
Del Rio,TX,78840,-100.9054,29.3839
Denison,TX,75020,-96.587,33.7648
Denton,TX,76207,-97.1766,33.2364
DeSoto,TX,75115,-96.8247,32.6011
Dumas,TX,79029,-101.9752,35.8422
Eagle Pass,TX,78852,-100.475,28.71
Eastland,TX,76448,-98.7917,32.4005
El Paso,TX,79905,-106.4082,31.781
El Paso,TX,79912,-106.5676,31.8376
El Paso,TX,79912,-106.5675,31.839
El Paso,TX,79915,-106.3469,31.752
El Paso,TX,79925,-106.3664,31.7662
El Paso,TX,79935,-106.3333,31.7459
Ennis,TX,75119,-96.6142,32.3361
Euless,TX,76040,-97.0891,32.8362
Fairfield,TX,75840,-96.1774,31.7264
Floresville,TX,78114,-98.1453,29.1349
Fort Stockton,TX,79735,-102.9084,30.8985
Fort Worth,TX,76116,-97.443,32.7345
Fort Worth,TX,76120,-97.1741,32.7612
Fort Worth,TX,76132,-97.4162,32.6778
Fort Worth,TX,76135,-97.4247,32.8027
Fort Worth,TX,76137,-97.3121,32.8278
Fredericksburg,TX,78624,-98.8492,30.254
Ft Worth,TX,76140,-97.272,32.66
Gainesville,TX,76240,-97.1528,33.6741
Galveston,TX,77550,-94.7798,29.2968
Galveston,TX,77554,-94.851,29.2528
Garland,TX,75043,-96.5732,32.8497
Georgetown,TX,78628,-97.6783,30.6541
Glen Rose,TX,76043,-97.7578,32.2383
Gonzales,TX,78629,-97.4624,29.5125
Granbury,TX,76048,-97.766,32.4352
Grand Prairie,TX,75052,-97.0321,32.6753
Gun Barrel City,TX,75156,-96.1415,32.3335
Harlingen,TX,78552,-97.7138,26.1821
Hillsboro,TX,76645,-97.0983,32.0176
Houston,TX,77015,-95.1626,29.8008
Houston,TX,77015,-95.2067,29.7731
Houston,TX,77027,-95.4551,29.7509
Houston,TX,77027,-95.4428,29.7284
Houston,TX,77032,-95.3311,29.9428
Houston,TX,77041,-95.5593,29.8332
Houston,TX,77061,-95.2621,29.654
Houston,TX,77064,-95.5508,29.904
Houston,TX,77065,-95.6182,29.9169
Houston,TX,77070,-95.5504,29.9572
Houston,TX,77072,-95.5584,29.7173
Houston,TX,77073,-95.4233,30.024
Houston,TX,77074,-95.5038,29.7141
Houston,TX,77077,-95.6008,29.7379
Houston,TX,77092,-95.4656,29.8183
Houston,TX,77094,-95.6512,29.7843
Humble,TX,77338,-95.296,29.9845
Humble,TX,77346,-95.1736,29.9961
Huntsville,TX,77340,-95.5701,30.7201
Hutchins,TX,75141,-96.7055,32.6493
Irving,TX,75038,-96.9598,32.8657
Irving,TX,75062,-97.0075,32.8377
Irving,TX,75063,-97.0157,32.9178
Jacksonville,TX,75766,-95.2542,31.9415
Joshua,TX,76058,-97.3844,32.4561
Jourdanton,TX,78026,-98.5325,28.9257
Karnes City,TX,78118,-97.8928,28.8709
Katy,TX,77450,-95.7617,29.7849
Kerrville,TX,78028,-99.1162,30.0671
Killeen,TX,76541,-97.7469,31.1099
Kingwood,TX,77339,-95.2526,30.0473
Kyle,TX,78640,-97.8476,30.0315
La Porte,TX,77571,-95.0293,29.6521
Laredo,TX,78041,-99.5032,27.532
Laredo,TX,78041,-99.4446,27.561
Lindale,TX,75771,-95.3949,32.4743
Livingston,TX,77351,-94.9527,30.7035
Longview,TX,75602,-94.7166,32.4501
Longview,TX,75605,-94.7321,32.5469
Lubbock,TX,79401,-101.8552,33.59
Lubbock,TX,79407,-101.9021,33.5759
Lubbock,TX,79416,-101.9189,33.6016
Lufkin,TX,75901,-94.7256,31.3052
Lumberton,TX,77657,-94.2181,30.2592
Magnolia,TX,77354,-95.5732,30.2211
Mansfield,TX,76063,-97.141,32.5932
Marble Falls,TX,78654,-98.2772,30.5611
Marshall,TX,75672,-94.3604,32.4864
Mathis,TX,78368,-97.8179,28.1108
McAllen,TX,78501,-98.232,26.1934
McKinney,TX,75070,-96.6997,33.139
Mercedes,TX,78570,-97.8804,26.1599
Mesquite,TX,75149,-96.5947,32.7888
Midland,TX,79703,-102.1222,31.9718
Midland,TX,79707,-102.1553,32.0068
Mission,TX,78572,-98.3064,26.1968
Missouri City,TX,77459,-95.5684,29.5706
Monahans,TX,79756,-102.9071,31.5718
Mt Pleasant,TX,75455,-95.0029,33.172
New Braunfels,TX,78130,-98.0922,29.6995
New Caney,TX,77357,-95.2293,30.1268
Odessa,TX,79761,-102.3129,31.8732
Odessa,TX,79765,-102.2886,31.9185
Orange,TX,77630,-93.8202,30.1128
Palestine,TX,75801,-95.6293,31.7342
Paris,TX,75460,-95.5178,33.6735
Pasadena,TX,77505,-95.1581,29.6586
Pasadena,TX,77506,-95.1833,29.7136
Pearland,TX,77584,-95.3594,29.5585
Pearsall,TX,78061,-99.119,28.8981
Pecos,TX,79772,-103.5011,31.3955
Pharr,TX,78577,-98.1792,26.2345
Pharr,TX,78577,-98.1784,26.2346
Plano,TX,75093,-96.7923,33.0157
Port Arthur,TX,77642,-93.9808,29.9372
Port Lavaca,TX,77979,-96.63,28.6321
Portland,TX,78374,-97.3105,27.8984
Raymondville,TX,78580,-97.77,26.4839
Richland Hills,TX,76118,-97.2079,32.8212
Rockport,TX,78382,-97.0418,28.0581
Rockwall,TX,75087,-96.4691,32.897
Rosenberg,TX,77471,-95.8118,29.5329
Round Rock,TX,78681,-97.6919,30.5298
San Angelo,TX,76904,-100.4758,31.416
San Antonio,TX,78201,-98.5337,29.4839
San Antonio,TX,78204,-98.4974,29.4202
San Antonio,TX,78205,-98.4825,29.4238
San Antonio,TX,78207,-98.4995,29.4243
San Antonio,TX,78216,-98.481,29.5189
San Antonio,TX,78218,-98.4018,29.4886
San Antonio,TX,78219,-98.3667,29.4437
San Antonio,TX,78223,-98.4294,29.3511
San Antonio,TX,78224,-98.5256,29.3557
San Antonio,TX,78227,-98.6276,29.4005
San Antonio,TX,78229,-98.5557,29.5165
San Antonio,TX,78232,-98.478,29.612
San Antonio,TX,78233,-98.3461,29.5559
San Antonio,TX,78238,-98.6281,29.4547
San Antonio,TX,78249,-98.597,29.5792
San Antonio,TX,78254,-98.6751,29.546
San Antonio,TX,78257,-98.6338,29.6744
San Marcos,TX,78666,-97.9099,29.8967
Schertz,TX,78154,-98.2779,29.6052
Seabrook,TX,77586,-95.0457,29.5645
Seguin,TX,78155,-97.9926,29.5813
Sherman,TX,75090,-96.6118,33.6683
South Padre Island,TX,78597,-97.17,26.1379
Stafford,TX,77477,-95.5844,29.6347
Stephenville,TX,76401,-98.2419,32.2017
Sulphur Springs,TX,75482,-95.5907,33.1186
Sweetwater,TX,79556,-100.4022,32.4501
Temple,TX,76504,-97.3567,31.1035
Terrell,TX,75160,-96.2776,32.7033
Texarkana,TX,75503,-94.045,33.4693
The Woodlands,TX,77381,-95.4528,30.18
The Woodlands,TX,77386,-95.4404,30.124
Tomball,TX,77375,-95.6334,30.0844
Tyler,TX,75701,-95.3206,32.3038
Tyler,TX,75701,-95.2658,32.3223
Victoria,TX,77901,-96.979,28.7675
Victoria,TX,77904,-96.9978,28.8662
Waco,TX,76706,-97.1256,31.5454
Waco,TX,76712,-97.1931,31.5105
Waxahachie,TX,75165,-96.8363,32.4166
Weatherford,TX,76086,-97.7901,32.7323
Webster,TX,77598,-95.1339,29.5452
Wichita Falls,TX,76306,-98.5187,33.9351
Wichita Falls,TX,76308,-98.5332,33.8632
Winnie,TX,77665,-94.3838,29.83
Layton,UT,84041,-111.988,41.0883
Logan,UT,84321,-111.8362,41.7165
Midvale,UT,84047,-111.9025,40.6199
Moab,UT,84532,-109.5473,38.5615
Orem,UT,84057,-111.7222,40.3113
Orem,UT,84058,-111.7082,40.2727
Provo,UT,84601,-111.6599,40.214
Saint George,UT,84790,-113.5828,37.063
Salt Lake City,UT,84116,-112.0082,40.7734
Salt Lake City,UT,84119,-111.9486,40.6956
Springdale,UT,84767,-112.9973,37.1894
Doswell,VA,23047,-77.4464,37.8499
Lynchburg,VA,24502,-79.1753,37.3683
Midlothian,VA,23113,-77.6116,37.5093
Norfolk,VA,23502,-76.211,36.8718
Radford,VA,24141,-80.5404,37.1268
Richmond,VA,23237,-77.4276,37.4011
Salem,VA,24153,-80.0324,37.3213
Virginia Beach,VA,23451,-75.9787,36.8564
Virginia Beach,VA,23462,-76.1846,36.8436
Williamsburg,VA,23185,-76.7098,37.2838
Wytheville,VA,24382,-81.061,36.9477
Saint Albans,VT,05478,-73.073,44.7939
South Burlington,VT,05403,-73.1732,44.4672
Auburn,WA,98002,-122.2271,47.3021
Bellingham,WA,98226,-122.5098,48.7893
Everett,WA,98204,-122.234,47.8833
Kennewick,WA,99338,-119.1765,46.186
Kirkland,WA,98033,-122.1998,47.6427
Lacey,WA,98516,-122.8212,47.0494
Lynnwood,WA,98036,-122.2913,47.8172
Seattle,WA,98121,-122.3395,47.6176
Seattle,WA,98188,-122.297,47.4351
Spokane,WA,99218,-117.4066,47.7449
Spokane Valley,WA,99216,-117.1955,47.6913
Tacoma,WA,98421,-122.4124,47.2396
Vancouver,WA,98685,-122.6566,45.7182
Walla Walla,WA,99362,-118.3427,46.071
Wenatchee,WA,98801,-120.3332,47.4516
Appleton,WI,54914,-88.4623,44.2623
Appleton,WI,54914,-88.464,44.2627
Brookfield,WI,53045,-88.1656,43.035
Delafield,WI,53018,-88.372,43.0478
Glendale,WI,53217,-87.9162,43.1096
Glendale,WI,53217,-87.9171,43.1154
Madison,WI,53718,-89.2914,43.1435
Milwaukee,WI,53225,-88.0556,43.1169
New Berlin,WI,53151,-88.1052,42.952
Oak Creek,WI,53154,-87.9317,42.9149
Oshkosh,WI,54902,-88.5817,44.0328
Pleasant Prairie,WI,53158,-87.9497,42.5665
Sheboygan,WI,53081,-87.7458,43.7572
Stevens Point,WI,54481,-89.5321,44.5231
Wausau,WI,54401,-89.6595,44.9591
Elkview,WV,25071,-81.5005,38.4569
Summersville,WV,26651,-80.834,38.2983
Casper,WY,82601,-106.3308,42.8575
Cheyenne,WY,82009,-104.8476,41.1202
Rock Springs,WY,82901,-109.2599,41.5792
