ID,Rural,Income,Race,Expenditure,Kids
1001523,0,433084,1,35248.2171,0
1001524,0,37200,1,10229.4,0
1001525,0,66875,1,9762.2499,0
1001526,0,77020,1,9835.75,0
1001527,0,70000,1,13990.75,2
1001528,1,6690,1,4033,0
1001529,0,25000,1,16133.2501,0
1001530,0,120100,2,13263.9998,0
1001531,0,60000,1,11175.7499,1
1001532,1,20045,1,2895,0
1001533,0,110000,1,9175.9999,0
1001534,0,123950,4,21069.1501,0
1001535,0,26706,1,6526.25,5
1001536,0,344020,1,70614.9664,0
1001537,0,45600,1,7557,3
1001538,0,18840,1,6893,0
1001539,0,49000,2,12573.2501,2
1001540,0,64000,1,11230,0
1001541,0,152200,1,26489.2832,1
1001542,0,17926,1,8318,0
1001543,0,11500,1,20761,0
1001544,0,177000,4,19742.5,0
1001545,0,105752,1,26156,0
1001546,0,87720,2,13463.0001,0
1001547,0,1084,1,5011.2999,0
1001548,0,100000,1,21669.5,2
1001549,0,82236,1,29740,0
1001550,0,4800,6,6653.5501,1
1001551,1,169360,1,16457.0499,1
1001552,0,60000,1,17320.5,0
1001553,0,76626,1,15175.6,0
1001554,0,37626,1,48285,0
1001555,0,110122,1,13541,0
1001556,0,13440,4,11747.6,0
1001557,0,141085,1,26117.7499,3
1001558,0,104000,1,19189.5,2
1001559,0,84052,2,13225,0
1001560,0,130000,1,13911.25,2
1001561,0,17934,1,4962,0
1001562,0,54100,1,13698.7501,0
1001563,0,78000,1,8054.8,0
1001564,0,756,4,9330.4998,0
1001565,1,55000,1,9979.0001,1
1001566,0,2035,1,7081,1
1001567,0,54000,1,12344.5,1
1001568,0,185000,4,7719.2501,1
1001569,0,18626,1,8604,0
1001570,0,17331,1,4388,0
1001571,0,86000,2,11776.75,3
1001572,0,61323,5,46596.0001,0
1001573,0,65000,1,12626.3,0
1001574,0,48200,1,15614.0001,0
1001575,0,195000,1,30733.9998,0
1001576,0,40026,1,3389,0
1001577,0,194810,1,21156.0001,0
1001578,0,93600,1,10602,0
1001579,0,69200,4,7624.7501,0
1001580,0,163526,1,18436.7499,0
1001581,0,125000,4,16818.7501,0
1001582,0,25000,2,6106.2501,0
1001583,0,160000,1,10655.2832,1
1001584,0,23623,1,16569.5999,0
1001585,0,47355,1,33738.3001,0
1001586,0,197000,1,26841.2333,2
1001587,0,132000,1,14352.5,0
1001588,0,65000,1,18871.6501,0
1001589,0,60000,1,8855,0
1001590,0,1838,1,2713,0
1001591,0,155000,1,12881.5001,0
1001592,0,42997,6,31513,0
1001593,1,68026,1,13946.0001,0
1001594,0,102829,1,3745,0
1001595,0,71000,1,8229.0001,0
1001596,0,142200,1,17671.7501,2
1001597,0,70426,1,40267.25,0
1001598,0,22271,2,11487,0
1001599,0,60000,2,17342.7501,1
1001600,0,60001,4,10674.5,0
1001601,0,45900,2,11102.8999,0
1001602,0,30000,1,10998.25,1
1001603,0,15114,1,2992,0
1001604,0,43000,2,13772.65,0
1001605,0,7806,2,2641,0
1001606,0,17293,1,5177,0
1001607,0,23606,1,5995.75,0
1001608,0,22000,1,7040.75,0
1001609,0,34346,1,19478.2477,0
1001610,0,155000,2,36276.6999,1
1001611,0,52030,1,9516.5,0
1001612,0,69045,1,7482.5,0
1001613,1,24516,1,9605,0
1001614,0,199000,1,40313.0001,0
1001615,0,20000,6,7745.5,1
1001616,0,58000,1,11753.25,0
1001617,0,23035,1,6768,1
1001618,0,343284,1,73449.0332,2
1001619,0,45720,2,4472,0
1001620,1,225000,1,22521.6833,0
1001621,0,5798,1,4109.9999,1
1001622,0,64960,1,10979,2
1001623,0,16878,1,4333,0
1001624,0,700,1,6288,0
1001625,0,286000,2,52709.5333,0
1001626,0,81222,1,16269.9501,0
1001627,0,52800,1,7677,2
1001628,0,22218,1,5680,0
1001629,0,1746,4,5443,0
1001630,0,106006,1,32295.25,1
1001631,0,355310,1,44623.75,4
1001632,0,29106,1,5295.3333,0
1001633,0,111700,1,7531.7999,0
1001634,1,36000,1,6250.1333,0
1001635,0,475,1,1168,0
1001636,1,2304,1,3245.3333,0
1001637,0,111000,4,9715.3334,2
1001638,0,32552,1,9619.3222,0
1001639,0,45000,1,4177.8334,0
1001640,0,20824,1,3902,0
1001641,0,16440,1,10983.1001,0
1001642,0,17808,1,3926.2334,3
1001643,0,160000,4,14607.5221,3
1001644,0,76000,1,13957,0
1001645,0,80000,1,18201.8555,4
1001646,0,5728,1,4496.3333,0
1001647,0,30808,1,7355,0
1001648,0,1626,1,16684.9333,1
1001649,0,60000,1,10010,2
1001650,0,62101,1,6754.3333,0
1001651,0,25592,1,10665.6667,0
1001652,0,29220,1,4557.3333,0
1001653,0,37826,4,2768,0
1001654,0,120000,1,43628.6667,2
1001655,0,22068,1,2107.3333,0
1001656,0,15012,1,1667.6667,0
1001657,1,86052,1,8248,0
1001658,0,48000,1,12210.5,5
1001659,0,250060,1,45537.0221,1
1001660,0,86152,1,13344.8333,0
1001661,0,23930,2,6280.3999,2
1001662,0,100171,1,13737.5334,0
1001663,0,21666,1,3560.3333,0
1001664,0,7804,1,4799.1667,1
1001665,0,69200,2,8206.6667,0
1001666,0,99000,1,11486.7667,2
1001667,1,12294,1,1492.1666,0
1001668,0,38235,2,5537.6667,0
1001669,0,24906,1,3064.6667,0
1001670,0,55200,1,8509.6333,0
1001671,0,82000,4,12673,2
1001672,0,37400,1,3627,0
1001673,0,24000,1,4139.3333,0
1001674,0,50000,1,10368.8667,0
1001675,0,144000,1,14310.5,0
1001676,0,68801,1,3449.6667,0
1001677,0,95208,1,8865.6667,0
1001678,0,8125,1,6136.9333,1
1001679,0,156800,1,18918.1666,0
1001680,0,44160,1,5923.3334,0
1001681,0,4454,2,4832,0
1001682,0,84074,1,14152.6667,1
1001683,0,77520,1,7799.1667,1
1001684,0,37626,1,3720.9334,0
1001685,0,104000,1,14078.8333,0
1001686,0,48953,1,28791.4667,0
1001687,0,54080,1,5400.8333,1
1001688,0,53102,1,7709,0
1001689,0,58488,2,8618.5,1
1001690,0,13874,1,2275.3333,0
1001691,0,108000,1,8142.3333,0
1001692,0,16026,1,8704.6667,0
1001693,1,10908,1,2705.6667,0
1001694,0,68000,1,6690.7666,1
1001695,0,4328,1,2238.0667,0
1001696,0,48000,2,6485.3333,0
1001697,1,280,1,2801.5,0
1001698,0,57132,1,8740.2334,2
1001699,0,92000,1,14980.5,0
1001700,0,1626,1,5925,0
1001701,0,60000,2,2703,0
1001702,0,18294,2,4522.6667,0
1001703,0,38000,2,5062.0334,2
1001704,0,122332,1,12522.6667,0
1001705,0,32994,1,6168.4999,0
1001706,0,20370,1,3395,0
1001707,0,14300,1,8123.7334,0
1001708,0,37136,1,8606.1667,0
1001709,1,33000,1,3447.7333,0
1001710,0,179000,1,19313.0001,3
1001711,0,343084,1,23673.1888,3
1001712,0,73000,2,11067.1667,0
1001713,0,100000,1,10088.3333,2
1001714,0,125012,1,10084.3333,0
1001715,0,8820,2,5053,3
1001716,0,720,2,1227,0
1001717,0,114000,4,9859.4999,2
1001718,0,60000,1,8080.6667,0
1001719,0,17874,1,3505.3333,0
1001720,0,17622,4,3492.6667,0
1001721,0,49772,1,11927.6667,0
1001722,0,55000,1,5038.5667,0
1001723,0,67576,1,6893,0
1001724,0,131433,1,13482.6667,0
1001725,0,31460,1,6918.3334,2
1001726,0,12660,1,2555.6667,0
1001727,0,161640,1,21552.1667,3
1001728,0,12000,1,1058,0
1001729,0,62500,1,6144.6667,1
1001730,0,110000,1,13614.1667,1
1001731,1,49200,1,13277.1667,3
1001732,0,14376,1,2457,0
1001733,0,20426,1,2908.3333,0
1001734,0,77000,1,11731.8334,0
1001735,0,100000,1,10224.1999,0
1001736,0,39012,1,4995.3333,0
1001737,0,63542,1,8576.8333,0
1001738,0,18552,1,3814.5001,0
1001739,0,60000,1,6601,1
1001740,0,160000,1,12923.8333,0
1001741,0,37000,1,9460.0667,0
1001742,0,15600,1,1895.5001,0
1001743,0,127256,2,12273.0999,0
1001744,0,12000,1,6818.8333,0
1001745,0,145600,1,14947.6667,2
1001746,0,162749,1,16055.3333,0
1001747,0,353084,5,17281.3113,1
1001748,0,27000,1,4067.0001,0
1001749,0,29253,1,2959.6667,0
1001750,0,24000,1,4061.0334,0
1001751,0,164800,1,11012,0
1001752,0,72000,1,9980.6667,0
1001753,0,46600,1,2880.1001,1
1001754,0,45000,4,7252.8334,0
1001755,0,100000,1,10756.1667,1
1001756,0,25482,1,2666.6667,0
1001757,0,16506,1,2959,0
1001758,0,280,1,7693.7333,0
1001759,0,16026,1,3621.6667,0
1001760,0,2500,1,6408.4,2
1001761,1,62994,1,8114.1667,0
1001762,0,416284,1,16839.1667,0
1001763,0,3500,1,3130.3333,0
1001764,0,37370,1,13658.5001,0
1001765,0,35652,1,4002,0
1001766,0,41291,4,6043.0667,0
1001767,0,198000,3,22473.1667,1
1001768,0,6875,1,19639.8555,0
1001769,0,17320,1,3738.8333,2
1001770,1,53072,1,16485.8333,0
1001771,1,465,1,3407.8,0
1001772,0,56000,2,17442,0
1001773,0,395479,1,44509.8554,0
1001774,0,17000,1,11353.9334,1
1001775,0,16062,1,2254.6667,0
1001776,0,16026,1,2928,0
1001777,0,48000,1,7867.3333,0
1001778,1,30000,1,7724.5,0
1001779,0,53095,1,8163,0
1001780,0,47070,1,3636.3333,0
1001781,0,31700,1,5070.8333,0
1001782,0,132540,1,16568.3333,1
1001783,0,2800,1,10954,0
1001784,0,101300,1,9665,0
1001785,0,68016,1,7534.3335,1
1001786,0,44346,1,10420,0
1001787,0,113000,2,9971.1333,1
1001788,0,162000,1,16294.7555,0
1001789,0,30000,1,26069.8333,0
1001790,0,57700,1,6472.4999,0
1001791,1,15549,1,4385.3,0
1001792,0,42426,1,5579.3334,0
1001793,0,48980,1,8023.9999,0
1001794,0,50000,1,5955.1666,0
1001795,0,46862,1,11751.3333,0
1001796,0,185600,1,21999.9557,0
1001797,0,300200,1,15630.7109,2
1001798,0,34586,1,7131.5,0
1001799,0,72852,1,3789,0
1001800,0,3500,1,8337.4667,0
1001801,0,105159,1,28172,0
1001802,0,79000,1,29783.9,0
1001803,0,462334,4,25583.0221,1
1001804,0,84084,1,6092,0
1001805,0,179700,1,17116.3334,0
1001806,0,16380,2,4016.8667,1
1001807,1,37352,1,10405.3333,0
1001808,0,62826,4,2305.8333,0
1001809,0,3891,1,6906.3333,0
1001810,0,75652,1,7372.3333,0
1001811,0,51876,1,5709.6666,0
1001812,0,139000,1,16212.1667,1
1001813,0,374284,1,23711.6666,0
1001814,0,62200,1,5503,0
1001815,0,99000,1,8811.0333,0
1001816,1,3646,1,6507.3333,0
1001817,0,1009,1,1889,0
1001818,0,17062,5,1938.3333,0
1001819,0,40000,1,14542.5222,0
1001820,0,144956,1,16454.3334,0
1001821,1,16590,1,3861.4999,0
1001822,0,20800,4,4639.4999,0
1001823,0,8848,1,1654,0
1001824,0,3722,2,1759.0001,0
1001825,0,86852,1,7664.6667,0
1001826,0,125000,4,18943.8334,3
1001827,0,4284,2,3174.3333,1
1001828,0,15000,1,3237.6667,0
1001829,1,15000,1,7051.5,2
1001830,0,45000,1,12303.6668,2
1001831,0,32236,1,4739,0
1001832,0,35336,2,4802.8333,2
1001833,0,118000,6,15565.7334,1
1001834,0,107500,1,11262.4335,3
1001835,0,122000,1,9524.8334,0
1001836,0,41000,1,2977.5001,0
1001837,0,30800,1,7595.9999,0
1001838,0,90010,1,7474.5,0
1001839,0,9292,1,2287.3999,1
1001840,0,180200,1,13261.5,0
1001841,0,96960,1,9513.3334,4
1001842,0,40300,1,4421.6667,0
1001843,0,99000,1,9696.0001,2
1001844,0,27466,1,3441,0
1001845,0,75252,1,7832.6667,0
1001846,0,18574,2,4571.3333,0
1001847,0,40417,1,7431.3333,0
1001848,0,42350,1,4048.6667,0
1001849,0,90000,1,9224.3333,0
1001850,0,3000,1,14365.9985,0
1001851,0,68500,1,7318.1667,1
1001852,0,10400,1,5422.3333,2
1001853,0,75000,1,4507.0001,0
1001854,0,18966,1,3814,0
1001855,0,41241,1,13332.3333,0
1001856,0,281200,1,20677.3668,0
1001857,0,90280,1,8894,0
1001858,0,236000,5,25424.1652,0
1001859,0,9680,1,3703.0333,5
1001860,0,35524,1,6599.6667,0
1001861,0,70000,2,9492.8667,1
1001862,0,254800,1,20494.1666,0
1001863,0,90200,2,9080.8333,1
1001864,0,76000,1,8536.6667,0
1001865,0,133728,2,20247.8333,1
1001866,0,99000,5,10568.5667,0
1001867,0,60532,1,20901.6,0
1001868,0,36101,1,6366.9001,1
1001869,0,35000,1,4230.3334,0
1001870,0,115307,1,20756.4334,2
1001871,0,189700,1,17474.6888,0
1001872,0,45000,1,4356.8334,0
1001873,0,20410,1,5058.3333,0
1001874,0,50000,1,6779.9667,4
1001875,0,106000,1,9405.6666,3
1001876,0,14588,1,2704.2001,0
1001877,0,37626,1,3216.3333,0
1001878,0,81800,1,9756.7333,3
1001879,0,78000,1,8319.1667,4
1001880,0,21782,1,2514.3333,0
1001881,0,17562,1,3837.3333,0
1001882,0,42826,1,7088.6667,0
1001883,0,24000,1,2770.3333,0
1001884,0,207000,1,22121.3334,0
1001885,0,254011,1,14830.1667,0
1001886,0,13608,2,2298,0
1001887,1,76688,1,8359,0
1001888,0,17826,1,1516,0
1001889,0,84000,1,8702.8333,2
1001890,0,12972,2,4361.1667,0
1001891,0,60000,1,5480.1667,0
1001892,0,429384,6,35794.0207,1
1001893,0,40000,1,4333.6667,0
1001894,0,220000,1,11746.3554,0
1001895,0,31200,1,3219.3335,0
1001896,0,3252,1,4303.3333,0
1001897,0,155000,1,11828.0334,0
1001898,0,24041,1,12925.2666,0
1001899,1,154346,1,22727.8333,0
1001900,0,34500,1,4248.5,0
1001901,0,372184,1,24929.0221,3
1001902,0,34000,1,4912.9667,0
1001903,0,45626,1,7681.6667,0
1001904,0,16032,1,3442,0
1001905,0,83773,1,8686.3333,0
1001906,0,87000,1,10797.6,0
1001907,0,70000,1,4822.5,0
1001908,0,508084,1,33086.0443,0
1001909,0,35418,1,4865.3999,0
1001910,0,8750,4,3765,0
1001911,0,18386,1,3691.0666,0
1001912,0,178155,1,16479.6668,3
1001913,0,80010,1,7736,0
1001914,0,21148,1,6212,0
1001915,0,67000,1,5878.3667,0
1001916,0,343084,1,17090.5221,0
1001917,0,46000,1,5479.8333,0
1001918,0,120040,1,15487.3333,0
1001919,0,16266,1,2710.3333,0
1001920,0,16830,1,4319.3333,0
1001921,0,99512,1,42487.5001,0
1001922,0,124574,1,16819.8333,0
1001923,0,220000,1,24289.3334,3
1001924,0,39886,1,9755.8333,2
1001925,0,185000,1,21798.5001,2
1001926,0,66648,1,13314.6667,2
1001927,0,47000,1,8885.6668,1
1001928,0,477084,1,23818.3554,3
1001929,0,85000,1,10611.3335,0
1001930,0,44000,1,4224.3333,1
1001931,0,16026,2,3974,0
1001932,0,74450,1,7896.6667,0
1001933,0,221301,1,40152,2
1001934,0,10840,1,13920.3333,1
1001935,0,4800,2,3267.0666,1
1001936,0,15064,1,3534,0
1001937,0,50020,1,4562.8333,0
1001938,0,160400,1,12133.1888,0
1001939,0,6600,1,1326.6667,0
1001940,0,120881,1,17884.1666,2
1001941,0,114800,4,17656.5222,0
1001942,0,405384,1,11934,0
1001943,0,12000,3,7229.7334,0
1001944,0,19728,2,10542.1667,0
1001945,0,162700,1,16172.3334,2
1001946,0,43000,1,7006.6002,0
1001947,0,15000,6,10044.5001,0
1001948,0,54000,1,7004.8333,0
1001949,0,42993,1,4036.6667,0
1001950,1,44400,1,5071.5,0
1001951,0,225000,1,18357.4555,1
1001952,0,29200,1,4022.3334,0
1001953,0,155000,1,8252.3334,0
1001954,0,10704,1,2606.6667,0
1001955,0,3252,1,10423.6667,0
1001956,0,180015,1,18078.1888,3
1001957,0,26226,1,7523.8333,0
1001958,0,55000,1,7663.5221,0
1001959,0,2804,1,3237.0001,0
1001960,0,69484,1,8142.6667,0
1001961,0,16560,1,3695.6667,0
1001962,0,200600,1,12785.3335,0
1001963,0,80000,1,7988.1001,0
1001964,0,39500,1,8447.6666,0
1001965,0,18572,2,2243.8333,2
1001966,0,41100,1,22702.5001,0
1001967,0,6026,2,2229.3333,0
1001968,0,125447,1,10574.2999,0
1001969,0,290000,1,25161.6667,0
1001970,0,160466,1,18419.3332,0
1001971,0,50718,1,7487.3333,0
1001972,0,12306,1,3042,0
1001973,0,8400,4,30678.7667,1
1001974,0,19200,2,6401.5,0
1001975,0,79000,1,10869.4333,1
1001976,0,86000,1,9043.3333,2
1001977,0,106826,1,10497.9333,1
1001978,0,22690,1,6917.3333,0
1001979,0,458084,1,18166,0
1001980,0,30426,2,5242,0
1001981,0,101600,1,10136.2334,0
1001982,0,46001,1,7316.1333,2
1001983,0,18228,2,4754.3333,0
1001984,0,56000,1,9613.6667,2
1001985,0,562279,1,26593.1889,0
1001986,0,132055,1,26923.3333,0
1001987,0,107001,1,20670.6668,0
1001988,0,35250,1,8080.1667,0
1001989,0,146000,2,7742.3667,3
1001990,0,150026,2,12586.8333,0
1001991,0,95000,1,13885.3334,0
1001992,0,25626,1,9384.2667,0
1001993,0,4800,1,1766.4999,0
1001994,0,80000,1,8139.8333,0
1001995,1,2700,6,1772.6667,0
1001996,0,17190,1,4055.3333,0
1001997,0,82000,1,29866.7665,2
1001998,0,164000,1,19263.3333,1
1001999,0,8811,1,1858,0
1002000,0,4800,2,4227.1333,2
1002001,0,19416,4,4746.0333,0
1002002,0,127000,1,11650.5,0
1002003,0,107000,3,20877.0001,2
1002004,0,26400,1,6524.8334,1
1002005,0,14190,2,7355.5999,0
1002006,0,730317,1,47982.7333,2
1002007,0,900,1,5449,0
1002008,0,18000,1,6791.5,2
1002009,0,43000,1,7190.5999,0
1002010,0,34426,1,3776,0
1002011,0,145000,1,12074.2333,0
1002012,0,26527,1,3648.8333,0
1002013,0,6514,2,3927.6667,0
1002014,1,34022,1,2545.8667,0
1002015,0,187500,1,15177.5555,1
1002016,0,22000,1,2927.8333,0
1002017,0,87324,1,22195.5221,0
1002018,0,16026,1,6439.1999,0
1002019,0,18806,1,9899.3333,0
1002020,0,35000,1,4231.6667,0
1002021,0,25926,1,6345.9999,0
1002022,0,51250,1,7164.1667,0
1002023,1,8946,1,6342.6667,0
1002024,1,27034,1,8030,0
1002025,0,36000,1,3736.6667,1
1002026,1,41332,1,6361.0666,0
1002027,0,14706,2,3983.3333,0
1002028,0,920,1,5027.9999,0
1002029,0,51028,1,4167.5001,0
1002030,0,215884,1,21000.9985,0
1002031,1,21473,1,8932.1001,0
1002032,0,167000,1,6623.7667,0
1002033,0,379184,1,20671.0221,0
1002034,0,22448,2,15719.6667,3
1002035,0,57260,1,6672,3
1002036,0,80000,2,6803.0001,0
1002037,0,53252,1,4533.6667,0
1002038,0,52350,1,11192.8333,1
1002039,0,230000,1,15370.7333,0
1002040,0,26126,1,2730.3333,0
1002041,0,18052,1,4899.8333,2
1002042,0,140000,1,15294.8334,1
1002043,0,126000,1,9554.1667,0
1002044,1,105000,1,11383.8333,0
1002045,0,86600,1,8186.8334,1
1002046,0,7426,1,889.3333,0
1002047,0,25000,1,5093.0333,0
1002048,0,26750,2,5491.1667,0
1002049,0,70500,2,6673,0
1002050,0,343084,2,7750.8333,0
1002051,0,262000,1,24166.0834,0
1002052,0,105000,1,4398.3334,3
1002053,0,19566,1,1618.6667,0
1002054,0,255000,1,10581.0111,0
1002055,0,48426,1,4031.9166,0
1002056,0,2600,1,1274.6833,0
1002057,0,131200,1,7754.5333,2
1002058,0,39297,1,3135,0
1002059,0,60000,2,2710.5,0
1002060,0,7659,1,4106,4
1002061,0,63124,1,10796.6667,0
1002062,0,70000,1,10681.5944,2
1002063,0,22000,1,1862.1667,0
1002064,0,215000,1,5202,2
1002065,0,45224,2,3069.2667,0
1002066,0,191801,1,6819.75,0
1002067,0,34000,1,4649,2
1002068,0,64500,2,4520.25,3
1002069,1,19141,1,1665.8333,2
1002070,1,35971,1,3379.9167,5
1002071,0,75000,2,2982.5,0
1002072,0,128180,1,13719.4167,0
1002073,0,70100,1,2687.25,0
1002074,0,16026,2,1332,0
1002075,0,351084,1,7187.5613,0
1002076,0,148425,1,5628.7166,0
1002077,0,162000,1,12345.9167,3
1002078,0,36000,1,2308.8333,0
1002079,0,68426,2,5085.5,0
1002080,0,53350,1,2849.5,1
1002081,0,10806,2,1075.3333,0
1002082,0,18001,1,1685.7167,0
1002083,0,24200,6,2527.95,0
1002084,0,35441,1,2291.5834,0
1002085,0,275269,1,7935.4166,0
1002086,0,144200,1,8933.9166,2
1002087,1,28800,1,1474.25,0
1002088,0,7071,1,809.5,0
1002089,0,40000,1,3461,4
1002090,0,70000,1,3017,2
1002091,0,24846,1,2007,0
1002092,0,686167,1,25622.4277,2
1002093,0,64000,1,3218.1833,0
1002094,0,219264,1,1749,0
1002095,1,43708,1,2476,0
1002096,1,72000,1,12716.8334,0
1002097,0,25000,1,2014.5001,0
1002098,0,2626,1,1795,0
1002099,0,4062,1,1089.1667,0
1002100,0,13626,6,1840,0
1002101,0,25242,2,2605.8333,0
1002102,0,511479,1,17689.4611,0
1002103,0,52000,1,2635.8333,0
1002104,0,130010,1,7142.3333,0
1002105,0,2040,2,980.8167,0
1002106,0,100000,1,4398.5833,0
1002107,0,8250,1,3988.5833,1
1002108,0,94120,1,10366.0833,0
1002109,0,89000,1,4023.2501,0
1002110,1,19740,1,919.95,0
1002111,0,98000,1,4899.7166,0
1002112,0,55000,1,3779.0167,2
1002113,0,10788,1,1035.3333,0
1002114,0,468084,1,20610.5001,0
1002115,0,365784,1,9088.1778,2
1002116,0,200000,4,3222.7611,0
1002117,0,104000,2,5452.35,0
1002118,0,10820,4,751.6667,0
1002119,0,238425,1,14991.5111,0
1002120,0,50000,1,3535.0833,1
1002121,0,166100,2,6573.5833,0
1002122,0,150750,1,9062.1667,4
1002123,1,20000,2,2635.5,2
1002124,0,37104,1,3328.05,0
1002125,0,34000,1,3390.7667,1
1002126,0,40800,1,1728,0
1002127,0,13440,1,1047.8666,0
1002128,0,343084,1,20228.5111,3
1002129,0,25400,1,2285.25,1
1002130,0,27366,1,2076,0
1002131,1,4800,3,462.6667,0
1002132,0,150000,1,6550.0944,2
1002133,0,73089,1,6401.75,0
1002134,0,56000,1,3430.3667,0
1002135,0,43000,2,2834.7,1
1002136,0,1818,2,1306,0
1002137,0,90001,2,3969.4167,0
1002138,0,62500,1,3859.1667,0
1002139,0,29320,4,2898.0834,2
1002140,0,40500,1,2787.3334,0
1002141,0,277000,1,9614,0
1002142,0,130000,1,7045.8333,3
1002143,0,19428,2,2982.6667,0
1002144,1,43617,1,2650.2667,0
1002145,0,55000,1,2297.1,0
1002146,0,24754,1,4447.5834,0
1002147,0,19000,1,729.1667,0
1002148,0,31284,1,3181,0
1002149,0,35740,2,2030,0
1002150,0,30445,1,3701.6667,0
1002151,0,140000,1,31766.8333,0
1002152,0,34000,1,2742.4167,0
1002153,0,345144,1,19012.25,3
1002154,1,200500,1,8906.3333,1
1002155,0,56000,1,3896,0
1002156,0,90852,1,10463.0167,0
1002157,0,16560,1,2529.6667,0
1002158,0,102800,1,5625.0834,0
1002159,1,97500,1,3312.0833,0
1002160,0,147200,1,3447.8334,2
1002161,0,123200,2,3329.5833,0
1002162,0,93686,1,6284.6667,0
1002163,0,135000,1,13741.0167,0
1002164,0,150500,1,88775.4167,0
1002165,0,62000,1,4185.8334,0
1002166,0,23270,1,2542.4167,0
1002167,1,85460,1,5090.4166,1
1002168,0,102150,1,4087.25,3
1002169,0,9360,1,1761,0
1002170,0,567912,1,25015.3444,0
1002171,0,55000,1,2119.9,1
1002172,0,112150,1,7712.3333,0
1002173,0,66706,1,2461.6667,0
1002174,0,2267,1,3183.3333,0
1002175,0,378084,1,8702.1667,0
1002176,0,4800,1,3526.6667,0
1002177,0,130000,1,6423.0833,0
1002178,0,42572,1,5218.3333,0
1002179,0,22450,1,2311,0
1002180,0,129600,4,14117.1667,2
1002181,0,41600,1,5412,3
1002182,0,152200,1,9348.2501,0
1002183,1,19901,1,2587.25,0
1002184,0,33252,1,2587.3333,0
1002185,0,18000,1,2685.7833,4
1002186,0,43848,1,6010.2166,5
1002187,0,29282,1,2390.8333,0
1002188,0,41602,1,2858.3333,0
1002189,0,98542,1,6441.8834,0
1002190,0,77500,1,4800.6667,2
1002191,0,119437,1,4600.5,0
1002192,0,134000,1,5885.7611,0
1002193,0,34958,1,3220.5833,0
1002194,0,44100,1,7552.0667,0
1002195,0,118000,1,4112.25,0
1002196,0,8650,1,4338.1667,6
1002197,0,109000,1,6318.8667,2
1002198,0,42000,1,3099.75,0
1002199,0,72044,1,6710.0333,0
1002200,0,22800,1,2732.3333,0
1002201,0,60000,1,2513.9166,1
1002202,0,24630,2,1503.3334,0
1002203,0,36608,1,6255.0667,1
1002204,0,17598,1,1096.6667,0
1002205,0,2250,2,1512.6667,0
1002206,1,50001,1,3335.75,5
1002207,0,85000,2,5754.25,0
1002208,0,696167,1,22977.1888,2
1002209,0,2880,1,1682.6667,0
1002210,0,80000,1,8438.4166,7
1002211,0,55000,1,3453.8667,0
1002212,0,129012,1,9367.4167,3
1002213,0,31114,1,1822.9167,0
1002214,0,54000,1,2475.1667,0
1002215,0,33530,1,3339.6167,0
1002216,0,24600,2,1441.9333,0
1002217,0,15150,1,1270,0
1002218,0,52000,1,10678.4167,4
1002219,0,1296,2,2092,0
1002220,1,15954,1,980,0
1002221,0,135000,1,8060.5,0
1002222,0,26450,1,2547.75,0
1002223,0,115000,1,5314.8334,0
1002224,0,85000,1,3189.25,1
1002225,0,98000,2,6766.75,0
1002226,0,80000,1,3910.6667,2
1002227,0,23862,1,2129,0
1002228,0,32400,1,3954.3333,0
1002229,0,205000,1,9944.85,0
1002230,0,2000,1,3073.7167,0
1002231,0,32000,1,2186.3333,0
1002232,0,20717,1,6458.75,0
1002233,0,2334,1,1677.8334,0
1002234,0,59000,1,5350.1667,3
1002235,0,8610,2,2685.3333,0
1002236,1,2376,2,1362.6667,0
1002237,1,55000,1,3652.1667,1
1002238,0,49672,2,3226,0
1002239,0,55000,1,5809.3334,0
1002240,0,50000,1,5156.5,2
1002241,0,27000,1,2906.1667,0
1002242,0,10190,1,1725.4167,0
1002243,0,25000,1,3407.4167,0
1002244,0,9500,1,3636.5,1
1002245,0,97000,1,6198.0834,1
1002246,0,42426,1,7856,0
1002247,0,28074,3,1491.8333,0
1002248,0,100000,2,28675.8555,0
1002249,0,30000,2,2073.25,0
1002250,0,17826,1,2140,0
1002251,0,98000,1,3076.0833,0
1002252,0,140079,1,32324.6667,0
1002253,0,55762,1,2636.05,0
1002254,1,16711,1,2732.85,1
1002255,0,49700,1,3537.4833,0
1002256,0,40074,2,5769.6667,0
1002257,0,240000,1,10621.2611,1
1002258,0,78332,1,4606.4334,0
1002259,0,20322,1,1340.9333,0
1002260,0,82650,1,4600.9167,1
1002261,0,41000,1,4565.9333,0
1002262,0,85000,4,2588.0834,0
1002263,0,8136,2,1313.3333,0
1002264,0,98000,1,9888.761,0
1002265,0,40000,1,1397.6667,0
1002266,0,43000,1,3127.7834,0
1002267,0,53412,1,1954,0
1002268,0,22563,1,1641,0
1002269,0,1626,2,3893.0167,0
1002270,0,41000,1,2439.0333,1
1002271,0,49908,4,4317,0
1002272,0,31252,1,2122.3333,0
1002273,0,118300,1,5111.25,0
1002274,0,2880,1,651.6667,0
1002275,0,24000,2,1659.3333,0
1002276,0,84000,1,4958.8333,0
1002277,0,6000,4,1168,0
1002278,0,28000,1,3902.1667,1
1002279,0,30452,1,1248.9833,0
1002280,0,130600,1,8520.6,0
1002281,0,150800,1,9595.7611,0
1002282,0,48000,2,3467.3333,4
1002283,0,183300,1,38495.25,3
