ID,Rural,Income,Race,Expenditure,Kids
1000755,0,34020,1,4382.1667,0
1000756,0,58000,1,5239.1666,0
1000757,0,227000,1,14364.6667,0
1000758,0,75000,2,6011.6667,0
1000759,0,93960,1,11235,3
1000760,0,61500,1,11920.1554,0
1000761,0,1800,4,246.3333,0
1000762,0,142000,1,11946.6667,0
1000763,0,48132,1,8339.6667,0
1000764,0,216500,1,14341.6667,0
1000765,0,13210,1,414.3333,0
1000766,0,110000,1,9492.6667,0
1000767,0,47360,1,21622.1667,2
1000768,0,115100,4,15853,0
1000769,0,36400,4,5709.8333,1
1000770,0,62400,2,7028.1667,1
1000771,1,98000,1,8409.3667,0
1000772,0,155000,1,15026.2,1
1000773,0,140000,1,10517.6667,0
1000774,0,65000,1,14452.0667,1
1000775,0,45000,1,6233.5999,3
1000776,0,100000,1,10647.8555,0
1000777,0,84000,2,8756.9001,0
1000778,0,58000,4,8275.6667,0
1000779,0,16332,1,2841.3333,0
1000780,0,365576,1,36811.8555,1
1000781,0,58800,2,4909.9667,0
1000782,0,52766,1,6866.6667,0
1000783,0,72600,1,11346.0999,3
1000784,0,11122,2,1564.6667,0
1000785,0,346084,1,38574.478,0
1000786,0,33372,1,5169.3333,0
1000787,0,58260,1,7847.6667,0
1000788,1,71000,1,8615.6667,0
1000789,0,19155,1,7434,0
1000790,0,3252,1,4395.3333,0
1000791,0,71280,1,11977.8555,1
1000792,0,145000,4,16039.6667,0
1000793,0,25623,1,4685.3333,0
1000794,1,67126,1,30342.9999,1
1000795,0,80052,1,9048,0
1000796,0,3252,1,6920.3333,0
1000797,0,17756,4,7547.2666,2
1000798,0,21563,1,7764,0
1000799,0,16182,2,4441.2667,1
1000800,0,77000,2,5657.8334,1
1000801,0,69000,1,5716.3333,0
1000802,0,72000,1,15338.6667,0
1000803,0,144000,2,8797.8333,0
1000804,0,30000,1,3413.1667,0
1000805,0,170006,1,19616,1
1000806,0,13100,1,1776,0
1000807,0,43229,2,8580.1668,4
1000808,0,21072,1,5837.6667,0
1000809,0,102000,1,9922.1667,0
1000810,0,483084,1,45842.3333,1
1000811,0,53000,1,4594.0667,0
1000812,0,200,1,5332,0
1000813,0,206468,1,12905.9999,0
1000814,0,116000,1,11744.3333,0
1000815,0,15356,1,3629.8999,1
1000816,0,8599,6,1820.3333,0
1000817,0,44536,1,3107.8333,0
1000818,0,134000,1,4178.5,0
1000819,0,165239,1,15405,2
1000820,0,67000,2,5072.1611,1
1000821,0,254000,1,3776.2611,0
1000822,0,197186,1,17266.4278,0
1000823,0,155025,1,3039.3333,0
1000824,1,24790,1,1992,0
1000825,0,9564,1,865,0
1000826,0,154000,1,9045.5,0
1000827,0,132055,1,2697,0
1000828,0,46000,1,4229.3333,0
1000829,0,50000,4,3308.75,2
1000830,0,144301,1,4579.6667,0
1000831,0,700,1,1809.5,1
1000832,0,33852,1,5103.6667,0
1000833,0,160000,1,7826.6666,0
1000834,0,122552,1,10240.8333,0
1000835,0,94990,2,9696.4167,0
1000836,0,85000,1,4050.25,1
1000837,1,44142,1,6459.25,2
1000838,0,15500,1,2568.6667,1
1000839,0,168200,1,8668.6444,0
1000840,0,112000,1,8271.3333,0
1000841,0,37000,2,5367.5834,2
1000842,0,75000,1,5929.5666,3
1000843,0,70000,1,5291,0
1000844,0,15426,1,3105,0
1000845,0,28074,1,963,0
1000846,0,69000,1,4970.55,0
1000847,0,39442,1,3480.5333,0
1000848,0,8892,2,845.3333,0
1000849,0,55000,1,5298,0
1000850,0,123003,1,6502.0666,0
1000851,0,297000,1,10923.5,2
1000852,0,130000,1,7006.3333,0
1000853,1,16746,1,1860.25,0
1000854,0,49002,1,2586.4167,0
1000855,0,54500,1,25811.4167,4
1000856,0,96000,2,3906.05,1
1000857,0,54072,1,2936.6667,0
1000858,0,50400,1,4381,0
1000859,1,89000,1,4381.9334,0
1000860,0,3031,1,712.6667,0
1000861,0,44000,4,4028.5,0
1000862,0,46000,1,3352.9167,0
1000863,0,5950,1,446.6667,0
1000864,0,22626,1,1658.6667,0
1000865,0,493084,1,10941.3333,1
1000866,0,81100,1,23701.5,0
1000867,1,102859,1,10419.3333,1
1000868,0,20226,1,760.5,0
1000869,0,77000,1,5640.1001,2
1000870,0,97200,1,7271.75,1
1000871,0,65000,4,6761.75,0
1000872,0,41226,1,2938,0
1000873,0,110000,1,6993,1
1000874,0,90000,1,4647.4167,0
1000875,0,1626,1,3970.1,0
1000876,0,28000,1,2221.6667,0
1000877,0,167200,1,11283.25,0
1000878,0,44052,4,2703.6667,0
1000879,1,28182,1,2781.3333,0
1000880,1,80052,1,6038,0
1000881,1,43000,1,3046.1667,1
1000882,0,62000,1,3363.5833,0
1000883,0,202000,1,26453.5,1
1000884,0,14639,1,908.6667,0
1000885,0,78780,1,4065.1667,0
1000886,0,50000,4,2034.4167,0
1000887,0,238115,1,12248.5,0
1000888,0,51650,1,1867.25,0
1000889,0,133533,1,6403.3333,0
1000890,0,76000,1,17216.75,0
1000891,0,4800,1,4737.0333,0
1000892,0,62120,2,4169.4166,1
1000893,0,205930,1,9379.2833,0
1000894,0,391084,1,11072.5111,0
1000895,0,38200,1,9239.7945,2
1000896,0,115000,1,4831.8334,3
1000897,0,22000,2,2356.95,2
1000898,0,64000,1,4355.0833,0
1000899,0,73500,1,10942.6167,0
1000900,0,64902,1,2714.9166,0
1000901,0,187397,1,17053.3444,0
1000902,0,17000,2,1479.3,0
1000903,0,30000,1,4041.1667,1
1000904,0,39548,1,3385.5,2
1000905,0,31466,1,2240.1667,0
1000906,0,103697,4,7591.3333,0
1000907,0,123200,1,7912.6667,0
1000908,0,82250,1,2820.8333,1
1000909,0,35000,1,1549.8334,2
1000910,0,98000,1,5272.8833,0
1000911,0,22000,1,2393.9167,1
1000912,0,130000,1,5451.0834,0
1000913,0,36100,1,2128.6667,0
1000914,0,60000,1,3711.5833,2
1000915,0,105000,1,3572.75,0
1000916,0,8436,1,885.6667,0
1000917,0,17879,1,1915,0
1000918,0,15560,1,1782.8334,2
1000919,0,94052,1,2873.4167,0
1000920,0,42252,1,2084,0
1000921,0,35300,1,3219.75,3
1000922,0,71440,1,2760.0333,0
1000923,0,37400,1,2419.8333,1
1000924,1,55200,1,10523.3333,0
1000925,0,137000,1,6345.0834,2
1000926,0,44000,2,2355.8333,1
1000927,0,9120,1,1688,0
1000928,0,2578,1,1183,0
1000929,1,90000,1,6066.3333,0
1000930,0,7735,2,2211.6666,2
1000931,0,134500,1,4947.1667,1
1000932,0,29000,1,3385.25,0
1000933,0,66716,1,4142.9,0
1000934,0,150000,4,4708.7611,0
1000935,0,7000,2,2504.7667,0
1000936,0,104208,1,5557.1667,0
1000937,0,40930,2,2258.3833,3
1000938,0,25000,1,2986.4167,2
1000939,0,49652,4,2647.3333,0
1000940,0,57000,4,3989.4167,0
1000941,0,35130,1,10757.3333,0
1000942,0,92501,1,4835,1
1000943,0,162000,1,11338.25,1
1000944,0,66600,1,3805.75,2
1000945,0,57196,1,2815.0834,0
1000946,1,39230,1,5587.9167,0
1000947,0,14400,4,9611.6777,0
1000948,0,284000,4,15770,1
1000949,0,49000,1,2664.0834,1
1000950,1,39708,1,4616,0
1000951,0,15324,1,3157.0833,0
1000952,0,235000,1,8004.3334,0
1000953,0,56042,1,9565.6667,0
1000954,0,205000,1,11193.2501,2
1000955,0,473084,1,10881.1611,1
1000956,0,131036,1,4240.8334,1
1000957,0,1626,1,1929.6667,0
1000958,0,54000,1,3922,3
1000959,1,8800,1,804.0833,1
1000960,0,100000,1,4085.1667,0
1000961,0,12528,1,700,0
1000962,0,163000,1,34345.3334,0
1000963,0,13200,1,2959.6667,0
1000964,0,64000,1,3879,4
1000965,0,47652,1,2119,0
1000966,0,30650,1,2867.25,3
1000967,0,11662,1,2568.6333,0
1000968,0,82000,1,7304.1666,1
1000969,0,271601,1,19105.9167,0
1000970,0,48885,1,6791.3333,0
1000971,0,18446,1,1996.6666,1
1000972,0,92000,1,4743.8333,2
1000973,0,43200,1,1946.25,0
1000974,0,26448,1,2384.3333,0
1000975,0,55000,1,4672,2
1000976,0,100140,1,3713.3333,0
1000977,0,32000,1,2521.3333,1
1000978,0,113600,1,6882.25,0
1000979,0,77000,1,7192.3833,0
1000980,0,60000,1,2272.5,1
1000981,0,41469,6,4025.4167,2
1000982,0,19974,1,1210,0
1000983,0,150000,1,7927.5833,4
1000984,0,68000,1,4220.95,1
1000985,0,59000,1,4227.1667,0
1000986,0,113188,1,19734.2333,0
1000987,0,125826,1,6003.2833,0
1000988,1,100000,1,2038.5,2
1000989,0,75000,1,6448.1667,2
1000990,0,65000,1,3498.6667,0
1000991,0,41222,2,4139.4667,0
1000992,0,29194,1,2127,0
1000993,0,36495,2,2055.9167,0
1000994,0,181500,1,19194.4167,1
1000995,0,187130,1,3746.3333,0
1000996,0,45150,1,14511.3333,0
1000997,0,1626,1,2745.6667,0
1000998,0,35000,1,3106.5,1
1000999,1,20111,1,1831,0
1001000,0,49854,1,1776.3333,0
1001001,0,34134,1,1593,0
1001002,0,46800,1,4025.55,1
1001003,0,53500,1,3000.4666,0
1001004,0,96000,2,3611.6667,1
1001005,0,100000,1,6404.6666,0
1001006,0,20000,4,2712.1667,0
1001007,0,4800,1,532.25,0
1001008,0,3500,1,1771.6667,0
1001009,0,35583,1,4646,0
1001010,0,354384,1,16020.5944,1
1001011,0,37440,1,3509.3334,0
1001012,0,100000,1,6333.8666,1
1001013,0,32000,1,4667.4277,0
1001014,0,86000,4,6496.7167,0
1001015,0,42733,1,2382.2334,0
1001016,0,143030,1,8918.0834,0
1001017,0,175800,1,4785.9166,0
1001018,0,34800,1,2076,0
1001019,0,90045,1,4990.75,0
1001020,0,92500,4,3532.5,0
1001021,0,11000,1,3796.1667,0
1001022,0,6000,5,1196,2
1001023,0,443084,1,6580.5833,1
1001024,0,209500,1,5064,0
1001025,0,12000,1,1328.8834,0
1001026,0,66020,2,4480.8333,2
1001027,0,44052,1,22049.3333,0
1001028,0,52518,1,7295,0
1001029,0,42025,1,1636.0833,0
1001030,1,120000,1,4524.0833,2
1001031,0,98800,6,7005.9,1
1001032,0,25626,2,1842.9,0
1001033,0,155000,1,2696.0944,0
1001034,0,35000,1,1252.1667,0
1001035,0,113900,1,7978.75,2
1001036,0,17000,1,3127.8,0
1001037,0,119968,1,3078.3334,0
1001038,0,39744,1,2222.3333,1
1001039,1,56352,1,1870.3333,0
1001040,0,199000,1,7985.6667,1
1001041,0,39200,1,2864,0
1001042,0,488584,1,8616.261,2
1001043,0,20303,1,1932.6667,0
1001044,0,23826,2,1964.6667,0
1001045,1,125000,1,15088.25,0
1001046,0,31172,1,5257.6667,0
1001047,0,84000,1,3523.5833,0
1001048,0,65000,1,3411.4167,2
1001049,0,90000,1,2278.0833,0
1001050,0,70000,2,2802.9166,0
1001051,1,31000,1,3987,2
1001052,0,343084,1,2925.7611,0
1001053,0,7271,4,8076.7492,2
1001054,0,14395,1,3691,0
1001055,0,36000,1,3279.3333,3
1001056,1,1626,1,2550.9334,0
1001057,0,22000,2,2065.1667,0
1001058,0,96600,1,5605.0833,1
1001059,0,12804,1,841.3333,0
1001060,0,53652,1,1947.3333,0
1001061,0,73826,1,3365.6666,0
1001062,0,123770,2,3535.4167,0
1001063,0,35000,1,4812.15,0
1001064,0,40600,1,3487.25,3
1001065,0,76400,1,2917.4166,0
1001066,0,14000,1,3813.5833,0
1001067,0,187400,1,16335.511,0
1001068,0,14524,1,1940.3333,0
1001069,1,1626,1,1720.3333,0
1001070,0,40799,1,3895.6667,1
1001071,0,21594,1,3024.4,0
1001072,0,41000,1,2748.4167,2
1001073,0,133600,1,5670.7166,0
1001074,0,150000,1,3696.6333,0
1001075,0,70422,4,5371.6166,1
1001076,1,35000,3,1179.8334,0
1001077,0,36000,1,2722.9666,1
1001078,0,30200,1,3277.9167,0
1001079,0,157900,1,6816.0944,0
1001080,0,185186,6,8870.5944,1
1001081,0,160200,1,6999,0
1001082,0,10626,1,948.6667,0
1001083,0,78000,4,3606.25,3
1001084,1,7000,2,1960.45,3
1001085,0,29175,1,5958.3333,0
1001086,0,59900,1,5380.1666,3
1001087,0,134000,1,6512.5833,0
1001088,0,155000,1,8441.1667,2
1001089,1,129030,1,3363.3333,0
1001090,0,3252,1,5056.95,0
1001091,0,112982,1,5411.6667,0
1001092,0,63000,1,3293.6667,0
1001093,0,15000,1,599,0
1001094,0,63430,1,4758.0833,0
1001095,0,64900,1,6749.8333,0
1001096,0,3104,1,938,0
1001097,0,65306,1,3986,0
1001098,0,110000,2,6717.5666,0
1001099,0,38000,1,1697.25,0
1001100,0,39143,1,2734.05,0
1001101,0,1626,1,2485.4667,0
1001102,0,112483,1,4967.15,0
1001103,0,57200,1,4586.3334,0
1001104,0,3000,1,2683.2834,0
1001105,0,109800,1,8378.8333,0
1001106,0,17000,2,1635.8,0
1001107,0,130500,1,8850.5,2
1001108,0,58650,1,6732.4167,2
1001109,0,6000,1,1220.5833,1
1001110,0,68496,1,3307.25,0
1001111,0,30000,2,1543.9167,0
1001112,0,104146,1,5562.9167,0
1001113,0,45000,1,5096.1,3
1001114,0,6722,1,1268.25,0
1001115,0,55010,1,3309.3334,0
1001116,0,354784,1,8601.9278,2
1001117,1,10044,1,1730.3,0
1001118,0,439406,1,15345.3444,1
1001119,0,150000,1,7903.4277,1
1001120,0,8934,1,3125,0
1001121,0,3166,1,1175,0
1001122,0,17298,1,1747.8333,0
1001123,0,37000,2,1578.5,0
1001124,0,38812,1,1371.5,0
1001125,0,111000,1,16679.9278,0
1001126,0,52000,6,4321.5,0
1001127,0,43000,1,3364.7,2
1001128,0,63032,1,3236.25,0
1001129,0,41000,1,5778.0833,2
1001130,0,146200,1,6373.0334,0
1001131,0,30000,1,2882.9167,0
1001132,0,33461,1,2816.3333,1
1001133,0,150,1,7680.6667,0
1001134,0,1626,1,1689,0
1001135,0,86000,1,3797.85,2
1001136,0,45000,2,2485.9167,0
1001137,0,162200,1,7908.6667,3
1001138,0,52612,1,8030.6667,0
1001139,1,85000,1,14544.25,0
1001140,0,9900,1,3838.4166,0
1001141,0,26674,1,2749.5,0
1001142,0,173000,1,5806.9167,1
1001143,0,41000,1,3011.4167,0
1001144,0,106589,6,5205.75,0
1001145,0,423085,1,18593.9278,4
1001146,0,1360,1,3928,0
1001147,0,52200,1,2090.3333,0
1001148,0,66852,1,25110.3333,0
1001149,1,388,1,99.6667,0
1001150,0,23405,1,4112.25,4
1001151,0,22050,1,1680.5,0
1001152,0,113000,1,3737.6333,0
1001153,0,11226,1,1263.6667,0
1001154,0,133852,1,9940.9166,1
1001155,0,56136,1,1708.3333,0
1001156,0,36546,1,4006,0
1001157,0,120000,1,4773.5944,0
1001158,0,58000,2,2748.4167,0
1001159,0,1239,1,839.3333,0
1001160,0,68292,1,2707.25,0
1001161,0,34000,4,2906.7667,3
1001162,0,78000,4,19289,0
1001163,0,1600,1,2659.7166,0
1001164,0,150700,1,6920.9167,2
1001165,0,4000,1,960,0
1001166,0,20,4,11846.0826,0
1001167,0,34000,1,2309.65,1
1001168,0,348084,4,32829.7611,0
1001169,0,13218,1,4057.3333,0
1001170,0,76000,2,4748.0834,0
1001171,0,104000,1,3690.75,0
1001172,0,69000,1,2895.25,0
1001173,0,19800,5,1305.6667,0
1001174,0,41382,1,6705,0
1001175,0,85400,1,5544,0
1001176,0,74386,1,6554.3333,0
1001177,0,23942,1,2410.6667,0
1001178,0,300000,1,12119.0111,0
1001179,0,38600,1,1436.2667,0
1001180,0,24414,1,2670.6667,0
1001181,0,25000,1,4056.0833,2
1001182,0,74786,2,4223,0
1001183,0,200000,1,6195.0944,0
1001184,0,21267,2,1543,0
1001185,0,113000,2,3405.35,1
1001186,0,149300,1,8994,0
1001187,0,46200,1,2787.25,0
1001188,0,56762,1,1038.8334,0
1001189,0,43524,1,3488.6667,0
1001190,0,290000,1,10715,2
1001191,0,6270,6,2268,3
1001192,0,183000,1,6941.3334,0
1001193,0,72801,2,5458.75,0
1001194,1,21762,1,2026.3333,0
1001195,0,30012,1,2141.3333,0
1001196,0,380710,2,4395.0944,0
1001197,0,18942,1,2379.6667,2
1001198,0,43000,1,7477.4667,0
1001199,0,10000,1,11741.177,0
1001200,0,49000,1,3073.55,0
1001201,0,87940,1,4341.5167,0
1001202,0,86000,2,4418.1,2
1001203,0,14114,1,2010.3333,0
1001204,0,20000,1,3056.3333,0
1001205,0,52196,1,3368,0
1001206,0,7200,1,4769.9167,0
1001207,0,43626,1,4574,0
1001208,0,160000,1,8439.75,0
1001209,1,13722,1,1884.6667,0
1001210,1,83986,1,7033.75,0
1001211,0,76000,1,3004.0834,0
1001212,1,27840,1,2703.4834,0
1001213,0,62000,1,3847.25,3
1001214,0,198000,1,10668,1
1001215,0,66000,1,2982.75,0
1001216,0,60300,1,6100.8333,4
1001217,0,19200,1,963.1666,3
1001218,0,79600,1,3662.9166,0
1001219,0,140200,1,7675.6834,0
1001220,1,98002,1,5740.3,2
1001221,0,150200,1,16411.7611,0
1001222,0,267999,1,6945.3333,0
1001223,0,301080,1,37556.5664,2
1001224,0,37216,1,13010,0
1001225,0,52000,1,5926,0
1001226,0,17800,4,6065.75,0
1001227,0,50996,1,13315.25,1
1001228,0,74005,1,13203.5499,1
1001229,1,11148,1,6742,0
1001230,0,41460,1,8259.2831,0
1001231,0,23000,1,10070.0001,2
1001232,0,13998,2,3849,0
1001233,0,2304,1,361,0
1001234,0,47000,1,13149.3001,3
1001235,1,41426,1,10915.25,0
1001236,0,30000,1,9241.5999,0
1001237,0,18970,1,8855,0
1001238,0,21600,6,4051,0
1001239,0,29000,1,6511.7501,0
1001240,0,19000,1,5654.0001,2
1001241,0,100000,1,23127.8501,0
1001242,0,37774,1,8496.75,0
1001243,0,162663,1,27892,0
1001244,0,54326,1,8965,0
1001245,0,83000,1,12108.5001,0
1001246,0,69651,1,4822.75,0
1001247,0,31866,1,7160.7501,0
1001248,0,33252,1,6898,0
1001249,0,150000,1,13807.6832,1
1001250,0,28600,2,7726.6001,0
1001251,0,110000,1,20464.2501,0
1001252,0,218000,1,38594.033,0
1001253,0,43500,1,14317.9999,1
1001254,0,27000,1,7951.5001,0
1001255,0,27980,1,4869.9999,0
1001256,0,8152,1,1457.5999,0
1001257,0,78026,1,13710.25,0
1001258,0,21762,1,2594,0
1001259,0,60500,1,16418,4
1001260,0,34000,1,8718.2,1
1001261,0,24434,1,13467,0
1001262,0,26052,1,8610.25,0
1001263,0,44780,1,12318.2501,0
1001264,0,15168,2,11176.2999,1
1001265,0,153000,1,23225.2501,1
1001266,0,17202,2,2463.7501,0
1001267,0,83120,5,7453.0001,1
1001268,0,9400,1,8352.6499,2
1001269,1,38152,1,14367,0
1001270,0,83000,1,17672.5,0
1001271,0,54166,1,9365.5002,0
1001272,0,27332,1,7358.5001,0
1001273,0,5661,2,4179,2
1001274,0,95452,1,13274,0
1001275,0,83569,1,36756,0
1001276,0,110000,1,25732,2
1001277,0,139000,1,16075.5001,1
1001278,1,19000,1,12085.5,0
1001279,1,400,1,3059.75,0
1001280,0,134322,1,12940.5001,0
1001281,0,14938,1,13777.9001,0
1001282,0,2000,1,4799.5499,0
1001283,0,7000,1,11928.8333,2
1001284,0,471252,4,27002.8164,1
1001285,0,23400,1,3912.7501,0
1001286,0,31626,1,10724,0
1001287,0,122000,1,27796.5,0
1001288,0,40000,1,26365.2832,0
1001289,0,58000,1,7068,0
1001290,0,188200,1,23610.25,0
1001291,0,55240,2,3349.6,1
1001292,0,14574,1,3606,0
1001293,0,150000,1,18160,1
1001294,0,230,2,2644.5,0
1001295,0,70186,1,13705.4999,0
1001296,0,30000,2,4470.7999,0
1001297,0,162000,1,27687.5499,2
1001298,0,136408,1,26007.2501,0
1001299,0,38600,1,10684,6
1001300,0,17958,1,4168,0
1001301,0,130426,1,40512.5332,0
1001302,0,178000,1,25624.25,2
1001303,0,100000,1,27665.7999,1
1001304,0,37320,1,10889,0
1001305,0,756,2,9596.1,2
1001306,0,70801,1,14094.7501,0
1001307,0,20546,1,6211,0
1001308,0,42000,1,11677.25,2
1001309,0,10116,1,3435,0
1001310,0,11418,1,4586.4999,2
1001311,1,83252,1,12109,0
1001312,0,230600,1,23873.0001,2
1001313,0,63000,1,9979.0001,0
1001314,1,2000,1,7312.6499,0
1001315,0,130200,1,14868.25,0
1001316,0,37000,1,12736.7501,0
1001317,0,206000,1,27029.7832,0
1001318,1,2080,1,4780,0
1001319,0,184000,1,30419.2499,0
1001320,0,130000,6,16702.7833,0
1001321,0,39744,1,9574,0
1001322,0,40800,1,6716,0
1001323,0,80000,1,7479,0
1001324,0,171201,1,27053.6333,1
1001325,1,32186,3,10276,0
1001326,0,53252,1,22222,0
1001327,0,53017,2,13759.5001,0
1001328,0,24562,1,14322.2499,0
1001329,0,50706,1,8905.5001,0
1001330,0,100000,1,23935.7499,0
1001331,0,3456,1,5958,0
1001332,0,21770,1,5741,0
1001333,0,107200,4,13498.5001,0
1001334,0,24526,1,38112,0
1001335,0,65000,1,13474.2501,3
1001336,0,65400,1,15714.5,0
1001337,0,686267,1,53214.7833,2
1001338,0,22071,1,4009.5001,0
1001339,0,8076,1,1834.5,0
1001340,0,1860,2,2853,0
1001341,0,203186,1,36692.1999,0
1001342,0,70000,1,20074.9999,0
1001343,0,364510,1,20247.2499,0
1001344,0,193000,4,38294.2331,0
1001345,0,45000,2,9231.7501,0
1001346,0,53000,1,10450.7501,0
1001347,0,110800,6,23198.9998,2
1001348,0,107000,1,10567.2001,0
1001349,0,150800,1,35912.7501,0
1001350,0,11900,1,14084.4999,1
1001351,0,10015,1,5678,0
1001352,0,50000,1,16976.4999,2
1001353,0,189000,1,21670.6498,0
1001354,0,10000,1,6632.25,0
1001355,0,381484,1,57067.2832,2
1001356,0,1400,1,2100.7501,0
1001357,0,94000,1,13940.9997,0
1001358,0,224000,1,30281.25,0
1001359,0,105050,1,10307.5,0
1001360,0,11226,1,14735.9,2
1001361,0,93526,1,13667.25,0
1001362,0,343284,1,31387.2833,0
1001363,0,18000,1,7762.75,2
1001364,0,16866,1,2744.5,0
1001365,0,145778,1,29469.2499,2
1001366,0,31600,1,10150.75,2
1001367,0,181430,1,13473.1999,0
1001368,0,25000,1,5008.2501,0
1001369,0,2691,1,717.5001,0
1001370,0,95000,1,11797.0001,0
1001371,0,40000,1,11764.2499,0
1001372,0,140000,1,20034.5501,1
1001373,0,17000,1,2250.0999,0
1001374,0,47550,1,7423,0
1001375,0,26196,1,23112.3999,0
1001376,0,64000,1,4305,0
1001377,1,41652,1,19746.5,0
1001378,0,73100,1,11726.7499,3
1001379,0,74492,2,12769.4998,3
1001380,1,40180,1,10844,0
1001381,0,26191,2,6536.0001,3
1001382,0,9000,1,9181.2501,1
1001383,0,68000,1,19935.4001,0
1001384,0,14000,2,3907.75,0
1001385,0,54000,1,11528.75,2
1001386,0,112752,1,11150,0
1001387,0,216500,1,22883.0001,2
1001388,0,9499,1,5841,0
1001389,0,1626,2,7382.25,0
1001390,0,28275,1,5854.25,1
1001391,1,74800,1,18877.7501,1
1001392,0,26970,1,9076,0
1001393,1,39672,1,9813,0
1001394,0,48526,1,4381,0
1001395,1,31572,1,6864.5,0
1001396,0,61800,1,8727,0
1001397,0,150000,1,22025.5,0
1001398,0,206040,1,21913.75,0
1001399,0,130225,1,15356.3502,0
1001400,0,102946,1,19136.0001,3
1001401,0,82000,1,12455.8501,0
1001402,0,32052,1,9833,0
1001403,0,105050,1,15095.2501,0
1001404,0,213000,2,19472.8001,1
1001405,0,42010,2,10358.5,1
1001406,0,82350,1,28599.4999,0
1001407,0,38000,1,6244.75,0
1001408,0,77000,1,9308.7501,2
1001409,0,2000,1,29356.0999,1
1001410,0,155200,6,16596.65,0
1001411,0,150000,1,12976.2501,0
1001412,0,205000,1,24697.4998,2
1001413,0,31500,1,7969.4999,2
1001414,0,12952,1,6977,0
1001415,1,38264,1,8371.0001,0
1001416,0,102450,1,10632.75,0
1001417,0,150025,1,28611.9999,1
1001418,0,15861,2,6990,2
1001419,0,103250,1,17120.4999,1
1001420,0,24798,1,23242,0
1001421,0,2400,1,3464,0
1001422,0,51000,1,14037.25,3
1001423,0,68181,1,6089.5,0
1001424,0,66000,1,15118,3
1001425,0,23958,1,6056.75,1
1001426,0,46000,1,8037.7499,0
1001427,0,184000,1,23668.25,0
1001428,0,143000,1,23986.1333,1
1001429,0,97213,1,13822.9999,0
1001430,0,2341,2,3099.6001,0
1001431,0,3252,1,14178.25,0
1001432,0,68052,2,13094,0
1001433,1,1900,1,8521.2499,0
1001434,0,82000,1,12701.95,0
1001435,0,132000,1,19725.2502,3
1001436,0,60007,1,9285.6499,0
1001437,0,96546,1,13695.9,0
1001438,0,94000,1,14071.75,1
1001439,0,69200,1,11631.0001,0
1001440,0,104000,1,17011.9999,0
1001441,0,62436,1,34014.5309,0
1001442,0,36000,1,10184.0002,0
1001443,0,30000,2,5020.1999,0
1001444,0,2087,1,4806.9999,1
1001445,0,29000,2,5919.7501,0
1001446,0,90932,1,17336.2501,0
1001447,0,30000,4,10545.25,1
1001448,0,81000,1,25323.0333,0
1001449,0,76304,1,44958.4999,0
1001450,0,34000,1,8691.25,2
1001451,0,26732,1,4872,2
1001452,0,129000,1,17280.5001,1
1001453,0,66000,1,14060.25,0
1001454,0,160200,1,11684,1
1001455,0,10960,4,9783.4999,2
1001456,0,52000,2,8010.5,0
1001457,0,77000,1,12317.4499,0
1001458,0,46000,1,8226.2832,0
1001459,0,22000,2,5480.75,0
1001460,0,34556,1,6448,0
1001461,0,95000,1,9856.0001,0
1001462,0,28050,1,5726,5
1001463,0,150000,1,15325.7501,2
1001464,0,33000,1,15463.9331,0
1001465,0,21612,1,5844,0
1001466,0,30326,1,17104.3999,0
1001467,0,443484,1,69696.2331,1
1001468,0,47655,6,10937.25,0
1001469,0,18626,1,8634,0
1001470,0,358084,1,22400.2833,0
1001471,0,43698,1,8142.25,0
1001472,0,433084,1,25235.0333,0
1001473,0,48020,2,16127.2499,3
1001474,1,36226,1,3707.7501,0
1001475,0,68112,1,7707.2499,0
1001476,0,123226,2,7792.8999,0
1001477,0,959562,1,32364.5332,0
1001478,0,118000,1,7714.95,4
1001479,0,43581,1,10905,0
1001480,0,118000,1,14501.7499,0
1001481,0,20826,1,10680,0
1001482,0,76026,1,9240.8,0
1001483,0,134000,1,10246.75,0
1001484,0,67000,1,10907.5001,2
1001485,0,80000,1,15514.0999,0
1001486,0,47000,1,12668.0001,2
1001487,0,3060,1,7638,0
1001488,0,20000,1,5890,0
1001489,0,88000,1,20908,0
1001490,0,343284,4,47083.2832,2
1001491,0,11238,1,2307,0
1001492,0,155000,1,22669.5001,1
1001493,0,14364,2,5527.5,0
1001494,0,31786,1,7499.4999,0
1001495,0,686167,1,71895.9671,3
1001496,0,15786,1,3982,0
1001497,0,464710,1,48309.5,0
1001498,0,150000,1,42562.2832,2
1001499,1,50000,1,8979.25,0
1001500,0,12482,1,3488,1
1001501,1,3826,2,8820,0
1001502,0,35000,1,7334.5001,0
1001503,1,14123,1,4440,2
1001504,0,32000,1,11914.5499,2
1001505,0,15000,2,5501.0001,1
1001506,0,3950,1,12118.5001,2
1001507,0,38106,1,4486,0
1001508,0,300,1,4147.9999,0
1001509,0,138200,1,19814.25,1
1001510,0,85132,1,8207.0001,0
1001511,1,45004,1,30957.7501,0
1001512,0,11856,1,6120,0
1001513,0,3252,1,5416,0
1001514,0,31732,1,5475,0
1001515,0,70000,1,15557.75,2
1001516,0,53933,1,27987.2475,0
1001517,0,140030,1,38504.5664,2
1001518,0,71840,1,11127.1501,2
1001519,1,40551,1,4114.4999,0
1001520,0,75000,4,16855,2
1001521,0,146800,1,35792,3
1001522,0,220000,1,39917,1
